0,0.5, 0.5, 0.0,0.0, 0.4, 0.6
0,0.5, 0.5, 0.0,0.0, 0.4, 0.6
1,0.6667, 0.3333, 0.0,0.0, 0.5263, 0.4737
2,0.7525, 0.2475, 0.0,0.0, 0.5814, 0.4186
3,0.8071, 0.1929, 0.0,0.0, 0.606, 0.394
4,0.8467, 0.1533, 0.0,0.0, 0.6136, 0.3864
5,0.878, 0.122, 0.0,0.0, 0.6099, 0.3901
6,0.9042, 0.0958, 0.0,0.0, 0.5974, 0.4026
7,0.9267, 0.0733, 0.0,0.0, 0.5776, 0.4224
8,0.946, 0.054, 0.0,0.0, 0.5515, 0.4485
9,0.9621, 0.0379, 0.0,0.0, 0.5199, 0.4801
10,0.9751, 0.0249, 0.0,0.0, 0.484, 0.516
11,0.9848, 0.0152, 0.0,0.0, 0.445, 0.555
12,0.9915, 0.0085, 0.0,0.0, 0.4042, 0.5958
13,0.9957, 0.0043, 0.0,0.0, 0.3631, 0.6369
14,0.998, 0.002, 0.0,0.0, 0.3231, 0.6769
15,0.9992, 8.0E-4, 0.0,0.0, 0.2849, 0.7151
16,0.9997, 3.0E-4, 0.0,0.0, 0.2494, 0.7506
17,0.9999, 1.0E-4, 0.0,0.0, 0.2169, 0.7831
18,1.0, 0.0, 0.0,0.0, 0.1876, 0.8124
19,1.0, 0.0, 0.0,0.0, 0.1614, 0.8386
20,1.0, 0.0, 0.0,0.0, 0.1382, 0.8618
21,1.0, 0.0, 0.0,0.0, 0.1179, 0.8821
22,1.0, 0.0, 0.0,0.0, 0.1002, 0.8998
23,1.0, 0.0, 0.0,0.0, 0.0849, 0.9151
24,1.0, 0.0, 0.0,0.0, 0.0718, 0.9282
25,1.0, 0.0, 0.0,0.0, 0.0605, 0.9395
26,1.0, 0.0, 0.0,0.0, 0.051, 0.949
27,1.0, 0.0, 0.0,0.0, 0.0428, 0.9572
28,1.0, 0.0, 0.0,0.0, 0.0359, 0.9641
29,1.0, 0.0, 0.0,0.0, 0.0301, 0.9699
30,1.0, 0.0, 0.0,0.0, 0.0252, 0.9748
31,1.0, 0.0, 0.0,0.0, 0.0211, 0.9789
32,1.0, 0.0, 0.0,0.0, 0.0177, 0.9823
33,1.0, 0.0, 0.0,0.0, 0.0148, 0.9852
34,1.0, 0.0, 0.0,0.0, 0.0123, 0.9877
35,1.0, 0.0, 0.0,0.0, 0.0103, 0.9897
36,1.0, 0.0, 0.0,0.0, 0.0086, 0.9914
37,1.0, 0.0, 0.0,0.0, 0.0072, 0.9928
38,1.0, 0.0, 0.0,0.0, 0.006, 0.994
39,1.0, 0.0, 0.0,0.0, 0.005, 0.995
