0,0.45, 0.5, 0.05,0.0, 0.4, 0.6
0,0.45, 0.5, 0.05,0.0, 0.4, 0.6
1,0.6102, 0.2785, 0.0477,0.0, 0.5177, 0.4185
2,0.7358, 0.2016, 0.0295,0.0, 0.585, 0.3857
3,0.8154, 0.1547, 0.0155,0.0, 0.6091, 0.3813
4,0.8658, 0.1198, 0.0077,0.0, 0.6092, 0.3908
5,0.9011, 0.0916, 0.0039,0.0, 0.5948, 0.411
6,0.9282, 0.0679, 0.002,0.0, 0.5697, 0.4409
7,0.9499, 0.0479, 0.0011,0.0, 0.5356, 0.4797
8,0.9672, 0.0316, 7.0E-4,0.0, 0.494, 0.5262
9,0.9802, 0.0191, 4.0E-4,0.0, 0.4467, 0.578
10,0.9892, 0.0104, 3.0E-4,0.0, 0.3963, 0.632
11,0.9947, 0.005, 2.0E-4,0.0, 0.3455, 0.6848
12,0.9977, 0.0021, 2.0E-4,0.0, 0.297, 0.7336
13,0.9991, 8.0E-4, 2.0E-4,0.0, 0.2527, 0.7767
14,0.9996, 2.0E-4, 2.0E-4,0.0, 0.2134, 0.8136
15,0.9998, 1.0E-4, 2.0E-4,0.0, 0.1794, 0.8448
16,0.9998, 0.0, 2.0E-4,0.0, 0.1503, 0.8709
17,0.9998, 0.0, 2.0E-4,0.0, 0.1257, 0.8926
18,0.9998, 0.0, 2.0E-4,0.0, 0.105, 0.9107
19,0.9998, 0.0, 2.0E-4,0.0, 0.0877, 0.9257
20,0.9997, 0.0, 3.0E-4,0.0, 0.0731, 0.9382
21,0.9997, 0.0, 3.0E-4,0.0, 0.061, 0.9486
22,0.9997, 0.0, 3.0E-4,0.0, 0.0508, 0.9573
23,0.9996, 0.0, 4.0E-4,0.0, 0.0424, 0.9644
24,0.9995, 0.0, 5.0E-4,0.0, 0.0353, 0.9704
25,0.9994, 0.0, 6.0E-4,0.0, 0.0294, 0.9754
26,0.9993, 0.0, 7.0E-4,0.0, 0.0245, 0.9795
27,0.9991, 0.0, 9.0E-4,0.0, 0.0204, 0.9829
28,0.9989, 0.0, 0.0011,0.0, 0.017, 0.9858
29,0.9987, 0.0, 0.0013,0.0, 0.0142, 0.9882
30,0.9984, 0.0, 0.0016,0.0, 0.0118, 0.9902
31,0.998, 0.0, 0.002,0.0, 0.0098, 0.9918
32,0.9975, 0.0, 0.0025,0.0, 0.0082, 0.9932
33,0.9969, 0.0, 0.0031,0.0, 0.0068, 0.9944
34,0.9962, 0.0, 0.0038,0.0, 0.0056, 0.9953
35,0.9953, 0.0, 0.0047,0.0, 0.0047, 0.9961
36,0.9941, 0.0, 0.0059,0.0, 0.0039, 0.9968
37,0.9927, 0.0, 0.0073,0.0, 0.0032, 0.9973
38,0.9909, 0.0, 0.0091,0.0, 0.0027, 0.9978
39,0.9887, 0.0, 0.0114,0.0, 0.0022, 0.9982
40,0.9859, 0.0, 0.0142,0.0, 0.0018, 0.9985
41,0.9824, 0.0, 0.0177,0.0, 0.0015, 0.9988
42,0.978, 0.0, 0.0221,0.0, 0.0012, 0.999
43,0.9726, 0.0, 0.0276,0.0, 0.001, 0.9992
44,0.9658, 0.0, 0.0344,0.0, 8.0E-4, 0.9993
45,0.9574, 0.0, 0.043,0.0, 7.0E-4, 0.9995
46,0.9469, 0.0, 0.0536,0.0, 5.0E-4, 0.9996
47,0.9339, 0.0, 0.067,0.0, 4.0E-4, 0.9997
48,0.9178, 0.0, 0.0835,0.0, 3.0E-4, 0.9997
49,0.8979, 0.0, 0.1042,0.0, 3.0E-4, 0.9998
50,0.8734, 0.0, 0.1297,0.0, 2.0E-4, 0.9999
51,0.8435, 0.0, 0.1612,0.0, 1.0E-4, 0.9999
52,0.8072, 0.0, 0.1997,0.0, 1.0E-4, 0.9999
53,0.7638, 0.0, 0.2463,0.0, 1.0E-4, 1.0
54,0.7127, 0.0, 0.3017,0.0, 0.0, 1.0
55,0.654, 0.0, 0.3657,0.0, 0.0, 1.0
56,0.5886, 0.0, 0.4371,0.0, 0.0, 1.0
57,0.5186, 0.0, 0.5131,0.0, 0.0, 1.0
58,0.4471, 0.0, 0.5892,0.0, 0.0, 1.0
59,0.3777, 0.0, 0.661,0.0, 0.0, 1.0
60,0.3137, 0.0, 0.7248,0.0, 0.0, 1.0
61,0.2572, 0.0, 0.7789,0.0, 0.0, 1.0
62,0.209, 0.0, 0.8233,0.0, 0.0, 1.0
63,0.1688, 0.0, 0.8591,0.0, 0.0, 1.0
64,0.1358, 0.0, 0.8877,0.0, 0.0, 1.0
65,0.1091, 0.0, 0.9105,0.0, 0.0, 1.0
66,0.0874, 0.0, 0.9287,0.0, 0.0, 1.0
67,0.0701, 0.0, 0.9431,0.0, 0.0, 1.0
68,0.0561, 0.0, 0.9546,0.0, 0.0, 1.0
69,0.0449, 0.0, 0.9637,0.0, 0.0, 1.0
70,0.0359, 0.0, 0.971,0.0, 0.0, 1.0
71,0.0287, 0.0, 0.9769,0.0, 0.0, 1.0
72,0.023, 0.0, 0.9815,0.0, 0.0, 1.0
73,0.0184, 0.0, 0.9852,0.0, 0.0, 1.0
74,0.0147, 0.0, 0.9882,0.0, 0.0, 1.0
75,0.0118, 0.0, 0.9906,0.0, 0.0, 1.0
76,0.0094, 0.0, 0.9924,0.0, 0.0, 1.0
77,0.0075, 0.0, 0.994,0.0, 0.0, 1.0
78,0.006, 0.0, 0.9952,0.0, 0.0, 1.0
79,0.0048, 0.0, 0.9961,0.0, 0.0, 1.0
80,0.0039, 0.0, 0.9969,0.0, 0.0, 1.0
81,0.0031, 0.0, 0.9975,0.0, 0.0, 1.0
82,0.0025, 0.0, 0.998,0.0, 0.0, 1.0
83,0.002, 0.0, 0.9984,0.0, 0.0, 1.0
84,0.0016, 0.0, 0.9987,0.0, 0.0, 1.0
85,0.0013, 0.0, 0.999,0.0, 0.0, 1.0
86,0.001, 0.0, 0.9992,0.0, 0.0, 1.0
87,8.0E-4, 0.0, 0.9994,0.0, 0.0, 1.0
88,6.0E-4, 0.0, 0.9995,0.0, 0.0, 1.0
89,5.0E-4, 0.0, 0.9996,0.0, 0.0, 1.0
90,4.0E-4, 0.0, 0.9997,0.0, 0.0, 1.0
91,3.0E-4, 0.0, 0.9997,0.0, 0.0, 1.0
92,3.0E-4, 0.0, 0.9998,0.0, 0.0, 1.0
93,2.0E-4, 0.0, 0.9998,0.0, 0.0, 1.0
94,2.0E-4, 0.0, 0.9999,0.0, 0.0, 1.0
95,1.0E-4, 0.0, 0.9999,0.0, 0.0, 1.0
96,1.0E-4, 0.0, 0.9999,0.0, 0.0, 1.0
97,1.0E-4, 0.0, 0.9999,0.0, 0.0, 1.0
98,1.0E-4, 0.0, 0.9999,0.0, 0.0, 1.0
99,1.0E-4, 0.0, 1.0,0.0, 0.0, 1.0
