0,0.2, 0.8, 0.0,0.0, 0.4, 0.6
0,0.2, 0.8, 0.0,0.0, 0.4, 0.6
1,0.333, 0.545, 0.0,0.0, 0.735, 0.164
2,0.374, 0.598, 0.0,0.0, 0.908, 0.076
3,0.351, 0.663, 0.0,0.0, 0.963, 0.035
4,0.305, 0.723, 0.0,0.0, 0.985, 0.015
5,0.255, 0.777, 0.0,0.0, 0.995, 0.005
6,0.209, 0.822, 0.0,0.0, 0.998, 0.002
7,0.169, 0.859, 0.0,0.0, 1.0, 0.0
8,0.136, 0.887, 0.0,0.0, 1.0, 0.0
9,0.109, 0.91, 0.0,0.0, 1.0, 0.0
10,0.088, 0.928, 0.0,0.0, 1.0, 0.0
11,0.07, 0.943, 0.0,0.0, 1.0, 0.0
12,0.056, 0.954, 0.0,0.0, 1.0, 0.0
13,0.045, 0.964, 0.0,0.0, 1.0, 0.0
14,0.036, 0.971, 0.0,0.0, 1.0, 0.0
15,0.029, 0.977, 0.0,0.0, 1.0, 0.0
16,0.023, 0.981, 0.0,0.0, 1.0, 0.0
17,0.018, 0.985, 0.0,0.0, 1.0, 0.0
18,0.015, 0.988, 0.0,0.0, 1.0, 0.0
19,0.012, 0.991, 0.0,0.0, 1.0, 0.0
20,0.009, 0.992, 0.0,0.0, 1.0, 0.0
21,0.008, 0.994, 0.0,0.0, 1.0, 0.0
22,0.006, 0.995, 0.0,0.0, 1.0, 0.0
23,0.005, 0.996, 0.0,0.0, 1.0, 0.0
24,0.004, 0.997, 0.0,0.0, 1.0, 0.0
25,0.003, 0.998, 0.0,0.0, 1.0, 0.0
26,0.002, 0.998, 0.0,0.0, 1.0, 0.0
27,0.002, 0.998, 0.0,0.0, 1.0, 0.0
28,0.002, 0.999, 0.0,0.0, 1.0, 0.0
29,0.001, 0.999, 0.0,0.0, 1.0, 0.0
30,0.001, 0.999, 0.0,0.0, 1.0, 0.0
31,0.001, 0.999, 0.0,0.0, 1.0, 0.0
32,0.001, 0.999, 0.0,0.0, 1.0, 0.0
33,0.001, 1.0, 0.0,0.0, 1.0, 0.0
34,0.0, 1.0, 0.0,0.0, 1.0, 0.0
35,0.0, 1.0, 0.0,0.0, 1.0, 0.0
36,0.0, 1.0, 0.0,0.0, 1.0, 0.0
37,0.0, 1.0, 0.0,0.0, 1.0, 0.0
38,0.0, 1.0, 0.0,0.0, 1.0, 0.0
39,0.0, 1.0, 0.0,0.0, 1.0, 0.0
